Icon,Name,Description,SP,Exclusive
,Spd/Res Tempo 3,"Inflicts Spd/Res-3 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",240,No
,Spd/Res Tempo 4,"Inflicts Spd/Res-4 on foe, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, and reduces the percentage of foe's non-Special ""reduces damage by X%"" skills by 50% during combat (example: a foe with a ""reduces damage by 45%"" skill would reduce damage by 23% instead).",300,No
,Special Fighter 1,"At start of combat, if unit's HP ≥ 90%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",60,No
,Special Fighter 2,"At start of combat, if unit's HP ≥ 70%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",120,No
,Special Fighter 3,"At start of combat, if unit's HP ≥ 50%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",240,No
,Special Fighter 4,"At start of combat, if unit's HP ≥ 40%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), reduces the effect of【Deep Wounds】by 50% during combat, and also, if unit deals damage to foe using a Special, restores HP = 30% of damage dealt (excluding area-of-effect Specials).【Deep Wounds】Unit's HP cannot be healed through its next action.",300,No
,Special Spiral 1,"If unit initiates combat and unit's Special triggers before or during combat, grants Special cooldown count-1 after combat.",60,No
,Special Spiral 2,"If Special triggers before or during combat, grants Special cooldown count-1 after combat.",120,No
,Special Spiral 3,"If Special triggers before or during combat, grants Special cooldown count-2 after combat.",240,No
,Special Spiral 4,"Deals +5 damage when Special triggers.If Special triggers, neutralizes ""reduces damage by X%"" effects from non-Special skills (excluding area-of-effect Specials).If Special triggers before or during combat, grants Special cooldown count-2 after combat.",300,No
,Speedtaker 1,"At start of turn, grants Spd【Great Talent】+1 to unit.After combat, if unit attacked, grants Spd【Great Talent】+1 to unit.Deals damage = 5% of unit's Spd during combat (excluding area-of-effect Specials).(This skill grants max of【Great Talent】+5.)【Great Talent】Adds value of Great Talent (+X) to specified stats (until end of battle; max value of X is determined by the stat reaching the limit of 99, each stat calculated separately and cannot exceed max value for each skill; stat increases are not treated as Bonus effects).",60,No
,Speedtaker 2,"At start of turn, grants Spd【Great Talent】+1 to unit.After combat, if unit attacked, grants Spd【Great Talent】+2 to unit.Deals damage = 10% of unit's Spd during combat (excluding area-of-effect Specials).(This skill grants max of【Great Talent】+10.)【Great Talent】Adds value of Great Talent (+X) to specified stats (until end of battle; max value of X is determined by the stat reaching the limit of 99, each stat calculated separately and cannot exceed max value for each skill; stat increases are not treated as Bonus effects).",120,No
,Speedtaker 3,"At start of turn, grants Spd【Great Talent】+1 to unit.After combat, if unit attacked, grants Spd【Great Talent】+3 to unit.Deals damage = 15% of unit's Spd during combat (excluding area-of-effect Specials).(This skill grants max of【Great Talent】+15.)【Great Talent】Adds value of Great Talent (+X) to specified stats (until end of battle; max value of X is determined by the stat reaching the limit of 99, each stat calculated separately and cannot exceed max value for each skill; stat increases are not treated as Bonus effects).",240,No
,Speedtaker 4,"At start of turn, grants Spd【Great Talent】+1 to unit.After combat, if unit attacked, grants Spd【Great Talent】+4 to unit.Inflicts Spd/Def-4 on foe, unit deals damage = 20% of unit's Spd (excluding area-of-effect Specials), neutralizes unit's penalties to Spd, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.(This skill grants max of【Great Talent】+20.)【Great Talent】Adds value of Great Talent (+X) to specified stats (until end of battle; max value of X is determined by the stat reaching the limit of 99, each stat calculated separately and cannot exceed max value for each skill; stat increases are not treated as Bonus effects).",300,No
,Spoil Rotten,"At start of turn, if unit's HP ≥ 25%, inflicts Spd/Res-7 and【Sabotage】on closest foes and any foe within 2 spaces of those foes through their next actions and grants ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 50% during combat (excluding area-of-effect Specials)"" to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, inflicts Spd/Res-5 on foe, neutralizes effects that prevent unit's follow-up attacks, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Sabotage】Inflicts penalty on unit's Atk/Spd/Def/Res during combat = highest penalty on each stat between unit and allies within 2 spaces of unit through its next action. Calculates each stat penalty independently.",300,Yes
,Spurn 1,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 2 (max 20%). If unit's HP ≤ 25% and unit's attack can trigger their Special, deals +5 damage when Special triggers.",60,No
,Spurn 2,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 3 (max 30%). If unit's HP ≤ 50% and unit's attack can trigger their Special, deals +5 damage when Special triggers.",120,No
,Spurn 3,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If unit's HP ≤ 75% and unit's attack can trigger their Special, deals +5 damage when Special triggers.",240,No
,Spurn 4,"Inflicts Spd/Def-4 on foe during combat. If a skill compares unit's Spd to foe or ally's Spd, treats unit's Spd as if granted +7. If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 5 (max 50%). If unit's HP ≤ 75% and unit's attack can trigger unit's Special, deals +5 damage when Special triggers. If foe's attack triggers unit's Special, unit's next attack deals +5 damage (resets at end of combat).",300,No
,Sudden Panic 1,"At start of turn, if any foe's HP ≤ unit's HP-5 and that foe is adjacent to another foe, inflicts 【Panic】on that foe.【Panic】Converts bonuses on target into penalties through its next action.",60,No
,Sudden Panic 2,"At start of turn, if any foe's HP ≤ unit's HP-3 and that foe is adjacent to another foe, inflicts 【Panic】on that foe.【Panic】Converts bonuses on target into penalties through its next action.",120,No
,Sudden Panic 3,"At start of turn, if any foe's HP ≤ unit's HP-1 and that foe is adjacent to another foe, inflicts 【Panic】on that foe.【Panic】Converts bonuses on target into penalties through its next action.",240,No
,Sun-Twin Wing+,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-5 on foe, neutralizes effects that guarantee foe's follow-up attacks and prevent unit's follow-up attacks, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",300,Yes
,Sun-Twin Wing,"At start of combat, if unit's HP ≥ 25%, inflicts Spd/Def-5 on foe and also neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",300,Yes
,Sunlight Bangle,"If number of allies adjacent to unit ≤ 1, inflicts Atk/Def-X on foe during combat (X = 4 + number of spaces from start position to end position of whoever initiated combat; max 8), unit attacks twice, and when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt), but also, if unit initiates combat, foe can counterattack before unit's first attack.",300,Yes
,Sunlit Bangle D,"At start of combat, if unit's HP ≥ 25% and unit initiates combat, foe can counterattack before unit's first attack. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-5 on foe, unit attacks twice, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and also, when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt).",300,Yes
,Swordbreaker 1,"If unit's HP ≥ 90% in combat against a sword foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",50,No
,Swordbreaker 2,"If unit's HP ≥ 70% in combat against a sword foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",100,No
,Swordbreaker 3,"If unit's HP ≥ 50% in combat against a sword foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",200,No
,Torrent Dance 1,"If Sing or Dance is used, grants Res+3 to target.",50,No
,Torrent Dance 2,"If Sing or Dance is used, grants Res+4 to target.",100,No
,Torrent Dance 3,"If Sing or Dance is used, grants Res+5 to target.",200,No
,True Dragon Wall,"If unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 6 (max 60%) for this unit's first combat in player phase and enemy phase and percentage = difference between stats × 4 (max 40%) for this unit's second combat or later. If dragon or beast ally is on your team (excluding unit), restores 7 HP to unit at start of turn and after combat.",300,Yes
,Tut-Tut!,"Unit can move through foes' spaces.Unit can move to a space within 2 spaces of any ally within 2 spaces of unit. Unit can move to a space within 5 spaces where a Divine Vein effect is applied.At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 50% during combat (excluding area-of-effect Specials)"" to unit and allies within 2 spaces of unit for 1 turn.At start of turn, if unit's HP ≥ 25% after start-of-turn healing and damage effects are applied, applies【Divine Vein (Haze)】on closest foes' spaces and on each space within 2 spaces of those spaces for 1 turn.At start of combat, if unit's HP ≥ 25%, inflicts Spd/Def-5 on foe, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.【Divine Vein (Haze)】Applies the following effects on space: Inflicts Atk/Spd/Def/Res-5 on foe and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat. (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",300,Yes
